impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K19-118992,A589217,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2009540,LOST,Grace,Dog,,Female,Tennesee Treeing Brindle Hound,Unknown,07/02/2019 12:00:00 AM,Date Lost,E AMES LAKE DRIVE NE & E AMES LAKE DRIVE NE,REDMOND,WA,98053,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2009540,Image Copyright HLP Inc. 2019,,
K19-119165,A589611,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2011934,LOST,Lea,Dog,,Female,Boston Terrier,Unknown,07/07/2019 12:00:00 AM,Date Lost,2300 SE 8TH DR,RENTON,WA,98055,RENTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2011934,Image Copyright HLP Inc. 2019,,
K19-118507,A587881,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2004554,LOST,Kallie,Dog,,Female,English Setter,Unknown,06/20/2019 12:00:00 AM,Date Lost,7700 NE 170TH ST,KENMORE,WA,98028,KENMORE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2004554,Image Copyright HLP Inc. 2019,,
K19-117855,A586360,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1998333,LOST,Buddy,Dog,,Male,Golden Retriever,Unknown,06/03/2019 12:00:00 AM,Date Lost,15900 MERIDIAN AVE N,SHORELINE,WA,98133,SHORELINE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1998333,Image Copyright HLP Inc. 2019,,
K19-118733,A588467,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2006951,LOST,Sweetpea,Cat,,Female,Persian,Unknown,06/23/2019 12:00:00 AM,Date Lost,336TH PL SE KANASKAT ROAD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2006951,Image Copyright HLP Inc. 2019,,
K19-118708,A588304,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2006575,LOST,Beau,Dog,,Female,Jack Russell Terrier,Unknown,06/26/2019 12:00:00 AM,Date Lost,176TH AVE SE AND KENT BLACKDIAMOND RD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2006575,Image Copyright HLP Inc. 2019,,
K19-118402,A587480,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2003647,LOST,Chevelle,Cat,,Female,Domestic Mediumhair,Unknown,06/16/2019 12:00:00 AM,Date Lost,APT F102,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2003647,Image Copyright HLP Inc. 2019,,
K19-119046,A589345,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2010385,In Public Home,,Dog,,Female,Border Collie,Black / White,07/05/2019 12:00:00 AM,Date Found,AUBURN BLACK DIAMOND RD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2010385,Image Copyright HLP Inc. 2019,,
K19-118346,A587337,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2003104,LOST,Elche,Cat,,Male,Domestic Mediumhair,Unknown,06/15/2019 12:00:00 AM,Date Lost,CREST AIRPARK,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2003104,Image Copyright HLP Inc. 2019,,
K19-118321,A587291,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2002864,In Public Home,,Dog,,Female,Dachshund,Unknown,06/16/2019 12:00:00 AM,Date Found,,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2002864,Image Copyright HLP Inc. 2019,,
K19-119000,A589226,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2009656,LOST,Myla,Dog,,Female,Miniature Pinscher,Unknown,07/04/2019 12:00:00 AM,Date Lost,3600 84TH AVE SE,MERCER ISLAND,WA,98040,MERCER ISLAND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2009656,Image Copyright HLP Inc. 2019,,
K19-119037,A589336,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2010262,LOST,Carlos,Dog,,Male,Dachshund,Unknown,07/04/2019 12:00:00 AM,Date Lost,100TH ST. S & 14TH AVE S.,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2010262,Image Copyright HLP Inc. 2019,,
K19-118589,A588038,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2005508,LOST,Missie,Cat,,Female,Ragdoll,Unknown,06/23/2019 12:00:00 AM,Date Lost,BLACK DIAMOND HWY,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2005508,Image Copyright HLP Inc. 2019,,
K19-118783,A588573,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2007353,In Public Home,,Dog,,Female,Shih Tzu,White / White,06/28/2019 12:00:00 AM,Date Found,150TH AND 25TH NE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2007353,Image Copyright HLP Inc. 2019,,
K19-118176,A587002,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2001393,LOST,Tortellini,Cat,,Female,Domestic Shorthair,Unknown,06/10/2019 12:00:00 AM,Date Lost,6000 188TH LN NE,REDMOND,WA,98052,REDMOND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2001393,Image Copyright HLP Inc. 2019,,
K19-118575,A588004,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2005233,LOST,Ollie,Cat,,Male,Maine Coon,Unknown,06/23/2019 12:00:00 AM,Date Lost,200 SE DONNELLY LN,ISSAQUAH,WA,98027,ISSAQUAH,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2005233,Image Copyright HLP Inc. 2019,,
K19-119021,A589320,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2010166,LOST,Sparky,Dog,,Male,Yorkshire Terrier,Unknown,07/04/2019 12:00:00 AM,Date Lost,SE 248TH ST AND AND 204THSE MAPLE VALLEY,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2010166,Image Copyright HLP Inc. 2019,,
K19-118968,A589120,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2009161,In Public Home,,Cat,,,Domestic Shorthair,Unknown,07/03/2019 12:00:00 AM,Date Found,S. 182ND & 42ND AVE S,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2009161,Image Copyright HLP Inc. 2019,,
K19-118293,A587263,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2002587,In Public Home,,Dog,,Male,Chihuahua - Smooth Coated,Brown / Brown,06/15/2019 12:00:00 AM,Date Found,,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2002587,Image Copyright HLP Inc. 2019,,
K19-118799,A588616,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2007533,LOST,Mia,Dog,,Female,Bull Terrier,Unknown,06/28/2019 12:00:00 AM,Date Lost,15000 78TH AVE NE,KENMORE,WA,98028,KENMORE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2007533,Image Copyright HLP Inc. 2019,,
K19-118146,A586922,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2000999,LOST,Scruffy,Dog,,Male,Shih Tzu,Unknown,06/11/2019 12:00:00 AM,Date Lost,196TH AVE NE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2000999,Image Copyright HLP Inc. 2019,,
K19-118951,A589056,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2008845,LOST,Prince,Cat,,Male,Domestic Longhair,Unknown,06/30/2019 12:00:00 AM,Date Lost,STARLAKE ROAD AND 273RD PL,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2008845,Image Copyright HLP Inc. 2019,,
K19-118000,A586636,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1999527,LOST,Simba,Cat,,Male,Domestic Mediumhair,Unknown,06/05/2019 12:00:00 AM,Date Lost,164TH CT SE AND NEWPORT HILLS,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1999527,Image Copyright HLP Inc. 2019,,
K19-118077,A586757,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2000275,LOST,George,Cat,,Female,American Shorthair,Unknown,06/04/2019 12:00:00 AM,Date Lost,GARLAND,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2000275,Image Copyright HLP Inc. 2019,,
K19-118125,A586856,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2000852,LOST,Indie,Cat,,Female,Domestic Longhair,Unknown,06/07/2019 12:00:00 AM,Date Lost,12700 NE 10TH PL,BELLEVUE,WA,98005,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2000852,Image Copyright HLP Inc. 2019,,
K19-118377,A587433,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2003321,LOST,Milo,Cat,,Male,American Shorthair,Unknown,06/17/2019 12:00:00 AM,Date Lost,23000 NE 51ST ST,REDMOND,WA,98053,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2003321,Image Copyright HLP Inc. 2019,,
K19-117995,A586630,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1999483,LOST,George,Cat,,Female,American Shorthair,Unknown,06/04/2019 12:00:00 AM,Date Lost,3333 WETHERBEE LANE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1999483,Image Copyright HLP Inc. 2019,,
K19-118319,A587289,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2002823,LOST,Mynn,Cat,,Female,Domestic Mediumhair,Unknown,06/12/2019 12:00:00 AM,Date Lost,5400 IVANHOE PL NE,SEATTLE,WA,98105,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2002823,Image Copyright HLP Inc. 2019,,
K19-118989,A589215,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2009531,In Public Home,,Dog,,Male,Alaskan Husky,White / Black,07/04/2019 12:00:00 AM,Date Found,12000 25TH AVE NE,SEATTLE,WA,98125,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2009531,Image Copyright HLP Inc. 2019,,
K19-118250,A587145,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2002136,LOST,Jackson,Dog,,Male,German Shorthaired Pointer,Unknown,06/14/2019 12:00:00 AM,Date Lost,19100 NE 173RD ST,WOODINVILLE,WA,98072,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2002136,Image Copyright HLP Inc. 2019,,
K19-118520,A587895,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2004585,LOST,Cassius,Cat,,Male,Domestic Shorthair,Lynx Pt / Gray Tabby,06/20/2019 12:00:00 AM,Date Lost,APT P201,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2004585,Image Copyright HLP Inc. 2019,,
K19-118685,A588243,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2006438,LOST,Yin,Cat,,Male,Domestic Longhair,Unknown,06/19/2019 12:00:00 AM,Date Lost,11100 159TH AVE NE,REDMOND,WA,98052,REDMOND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2006438,Image Copyright HLP Inc. 2019,,
K19-118714,A588307,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2006672,LOST,Sweetpea,Cat,,Female,Persian,Unknown,06/22/2019 12:00:00 AM,Date Lost,31400 336TH PL SE,RAVENSDALE,WA,98051,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2006672,Image Copyright HLP Inc. 2019,,
K19-118707,A588299,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2006573,LOST,Gus,Cat,,Male,Russian Blue,Unknown,06/25/2019 12:00:00 AM,Date Lost,1900 22ND WAY NE,AUBURN,WA,98002,AUBURN,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2006573,Image Copyright HLP Inc. 2019,,
K19-117831,A586309,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1998185,LOST,Noodles,Cat,,Male,Domestic Longhair,Unknown,06/02/2019 12:00:00 AM,Date Lost,13000 23RD AVE S,SEATAC,WA,98168,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1998185,Image Copyright HLP Inc. 2019,,
K19-117822,A586301,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1998153,LOST,Adventure Ki,Cat,,Female,Domestic Mediumhair,Unknown,05/31/2019 12:00:00 AM,Date Lost,16900 SE 149TH ST,RENTON,WA,98059,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1998153,Image Copyright HLP Inc. 2019,,
K19-118079,A586759,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2000332,LOST,Caramel Umbe,Cat,,Male,Domestic Mediumhair,Unknown,06/08/2019 12:00:00 AM,Date Lost,151ST AVE NE & OLD REDMOND RD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2000332,Image Copyright HLP Inc. 2019,,
K19-118774,A588546,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2007305,LOST,Sherlock,Cat,,Male,Domestic Shorthair,Unknown,06/24/2019 12:00:00 AM,Date Lost,SW STEVENS ST AND 39TH AVE SW,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2007305,Image Copyright HLP Inc. 2019,,
K19-118795,A588597,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2007447,LOST,Ray,Cat,,Male,Domestic Mediumhair,Unknown,06/28/2019 12:00:00 AM,Date Lost,700 FRONT ST S,ISSAQUAH,WA,98027,ISSAQUAH,47.521665,-122.035359,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2007447,Image Copyright HLP Inc. 2019,,
K19-119036,A589335,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2010251,LOST,Maggie,Dog,,Female,Shiba Inu,Brown / Black,07/04/2019 12:00:00 AM,Date Lost,13400 SE 189TH PL,RENTON,WA,98058,KING COUNTY,47.432519,-122.161996,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2010251,Image Copyright HLP Inc. 2019,,
K19-118081,A586761,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2000370,LOST,Bella,Dog,,Female,Chihuahua - Smooth Coated,Unknown,06/08/2019 12:00:00 AM,Date Lost,10TH AVENUE SW FROM SW DASH POINT ROAD I,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2000370,Image Copyright HLP Inc. 2019,,
K19-117935,A586508,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1999009,LOST,Angel,Cat,,Female,Domestic Shorthair,Unknown,06/02/2019 12:00:00 AM,Date Lost,REDMOND-WOODINVILLE WAY AND NE 109TH ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1999009,Image Copyright HLP Inc. 2019,,
K19-118873,A588761,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2008215,LOST,Starburst,Cat,,Male,Domestic Longhair,Unknown,06/29/2019 12:00:00 AM,Date Lost,TANNERWOOD NEIGHBORHOOD NORTH BEND,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2008215,Image Copyright HLP Inc. 2019,,
K19-118954,A589059,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2008993,LOST,Poppy,Cat,,Female,American Shorthair,Unknown,07/01/2019 12:00:00 AM,Date Lost,SE ISSAQUAH FALL CITY ROAD & SE ISSAQUAH FALL CITY RD,FALL CITY,WA,98024,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2008993,Image Copyright HLP Inc. 2019,,
K19-118619,A588105,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2005768,LOST,Milo,Cat,,Male,Siamese,Unknown,06/21/2019 12:00:00 AM,Date Lost,ALDERBROOK APARTMENTS,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2005768,Image Copyright HLP Inc. 2019,,
K19-118625,A588129,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2005915,In Public Home,,Cat,,,Domestic Shorthair,Brown / Black,06/25/2019 12:00:00 AM,Date Found,12500 ISSAQUAH HOBART RD SE,ISSAQUAH,WA,98027,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2005915,Image Copyright HLP Inc. 2019,,
K19-118987,A589205,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2009371,LOST,Lucy,Dog,,Female,German Shepherd,Unknown,07/03/2019 12:00:00 AM,Date Lost,W JAMES STREET & 3RD AVENUE N,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2009371,Image Copyright HLP Inc. 2019,,
K19-117586,A585792,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1996084,LOST,George,Cat,,Male,Russian Blue,Unknown,05/27/2019 12:00:00 AM,Date Lost,18100 SE 41ST PL,ISSAQUAH,WA,98027,ISSAQUAH,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1996084,Image Copyright HLP Inc. 2019,,
K19-117950,A586557,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1999154,LOST,Raider,Cat,,Male,Domestic Shorthair,Unknown,06/04/2019 12:00:00 AM,Date Lost,4300 193RD AVE SE,ISSAQUAH,WA,98027,ISSAQUAH,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1999154,Image Copyright HLP Inc. 2019,,
K19-118057,A586742,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2000163,LOST,Snow,Cat,,Female,Domestic Shorthair,Unknown,06/08/2019 12:00:00 AM,Date Lost,51ST AVENUE S & S 173RD LN,SEATAC,WA,98188,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2000163,Image Copyright HLP Inc. 2019,,
